   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   8.2961072e-03   3.8289726e-03   6.3816209e-04   1.9144863e-03   1.9144863e-03   1.0210593e-02   3.1908105e-03   1.9144863e-03   6.3816209e-04   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.8289726e-03   3.1908105e-03   3.8289726e-03   1.9144863e-03   4.4671347e-03   1.3401404e-02   3.8289726e-03   1.9144863e-03   3.8289726e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.6579451e-03   5.7434588e-03   6.3816209e-03   7.6579451e-03   4.4671347e-03   2.5526484e-03   4.4671347e-03   8.2961072e-03   2.5526484e-03   6.3816209e-04   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0848756e-02   9.5724314e-03   1.3401404e-02   7.6579451e-03   5.1052967e-03   5.1052967e-03   4.4671347e-03   7.0197830e-03   1.2763242e-03   1.2763242e-03   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4677728e-02   7.6579451e-03   7.6579451e-03   5.1052967e-03   8.9342693e-03   1.2763242e-02   1.5315890e-02   1.1486918e-02   8.2961072e-03   4.4671347e-03   1.2763242e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   7.6579451e-03   1.2763242e-03   7.6579451e-03   3.1908105e-03   6.3816209e-03   7.0197830e-03   2.1059349e-02   2.2335673e-02   1.6592214e-02   8.9342693e-03   4.4671347e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.4677728e-02   6.3816209e-03   1.0848756e-02   1.3401404e-02   7.0197830e-03   6.3816209e-03   1.1486918e-02   2.1697511e-02   2.4250160e-02   1.7868539e-02   8.9342693e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.2763242e-03   5.1052967e-03   2.5526484e-03   3.8289726e-03   5.1052967e-03   1.0210593e-02   2.6802808e-02   2.9993618e-02   1.0848756e-02   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9144863e-03   4.4671347e-03   4.4671347e-03   1.1486918e-02   1.0848756e-02   2.4888322e-02   2.2335673e-02   1.2763242e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.3816209e-04   5.1052967e-03   8.9342693e-03   1.1486918e-02   2.7440970e-02   2.8717294e-02   1.0848756e-02   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2763242e-03   4.4671347e-03   8.2961072e-03   1.9783025e-02   1.9144863e-02   1.3401404e-02   5.7434588e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2763242e-03   0.0000000e+00   0.0000000e+00   6.3816209e-03   1.5954052e-02   1.9783025e-02   1.9144863e-02   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2763242e-03   5.1052967e-03   1.1486918e-02   8.9342693e-03   7.0197830e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2763242e-03   1.2763242e-03   5.7434588e-03   1.2763242e-03   7.0197830e-03   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9144863e-03   6.3816209e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
