-2.179	-0.9233
-2.137	-0.1569
-2.074	-0.4343
-2.046	-0.09489
-2.011	-0.09854
-1.977	-0.4087
-1.973	0.2919
-1.969	-0.4416
-1.968	-0.8357
-1.936	0.06204
-1.918	-0.3065
-1.902	-0.3686
-1.883	-0.07299
-1.881	-0.2408
-1.878	-0.4379
-1.847	0.3430
-1.830	-0.4489
-1.810	0.05474
-1.806	-0.3138
-1.800	-0.03649
-1.784	-0.1642
-1.776	-0.1167
-1.769	-0.3175
-1.762	0.3065
-1.744	0.01459
-1.729	-0.3576
-1.727	0.05109
-1.712	-0.3540
-1.690	-0.05839
-1.688	-0.1824
-1.674	0.1131
-1.667	-0.2445
-1.663	0.007299
-1.661	0.07299
-1.656	-0.3321
-1.636	0.1423
-1.627	-0.2518
-1.626	0.06569
-1.626	0.1277
-1.623	0.2846
-1.617	-0.5218
-1.601	0.2518
-1.600	-0.1386
-1.599	0.2262
-1.598	0.3102
-1.588	0.1605
-1.586	-0.1605
-1.584	-0.2956
-1.581	-0.05109
-1.573	-0.08394
-1.570	-0.1715
-1.559	0.03649
-1.552	-0.3686
-1.550	0.5401
-1.540	0.1532
-1.538	0.02189
-1.533	-0.08029
-1.503	0.07664
-1.502	0.1934
-1.495	-0.1204
-1.487	0.06934
-1.471	0.9087
-1.465	0.2007
-1.465	0.2773
-1.457	0.01094
-1.455	-0.1751
-1.455	-0.1313
-1.454	0.4598
-1.448	0.4124
-1.444	0.2116
-1.403	0.4087
-1.403	0.5036
-1.402	-0.1861
-1.398	-0.6824
-1.396	-0.1240
-1.391	-0.003649
-1.385	0.1240
-1.372	0.06204
-1.361	0.1605
-1.361	0.2810
-1.353	0.2116
-1.352	0.4051
-1.351	-0.1532
-1.347	0.3540
-1.322	0.8576
-1.321	0.06204
-1.311	-0.1824
-1.308	-0.2627
-1.307	0.1934
-1.297	0.04744
-1.292	-0.1277
-1.283	0.3649
-1.272	0.3394
-1.268	-0.1788
-1.260	-0.2116
-1.256	0.4416
-1.256	0.4708
-1.244	0.03284
-1.243	0.04744
-1.226	-0.2627
-1.218	0.6788
-1.210	0.4379
-1.195	0.00000
-1.195	0.05109
-1.192	0.3357
-1.187	0.3613
-1.185	-0.1386
-1.181	0.2956
-1.180	0.6386
-1.117	0.2080
-1.111	0.6605
-1.101	0.3284
-1.099	0.2080
-1.097	0.7773
-1.081	0.7518
-1.064	0.3102
-1.063	0.5510
-1.061	0.1824
-1.061	0.4452
-1.056	0.2919
-1.031	0.4963
-1.020	0.6970
-1.018	0.2773
-1.012	0.5109
-0.9831	0.6131
-0.9781	0.4744
-0.9756	0.3941
-0.9715	-0.06204
-0.9710	0.1240
-0.9628	0.1788
-0.9555	0.9233
-0.9543	0.3759
-0.9538	0.5620
-0.9415	0.1788
-0.9173	0.2043
-0.9017	0.04744
-0.8758	0.7481
-0.8547	-0.3795
-0.7818	0.8832
-0.7569	0.2080
-0.7438	0.1204
-0.7368	0.7080
-0.7206	0.7883
-0.6573	0.4416
-0.6191	0.7408
-0.5703	0.9744
-0.5491	0.9270
-0.5440	0.8138
-0.4861	0.4890
-0.4402	0.6459
-0.3439	0.6496
-0.3360	0.6021
-0.2314	0.7408
