     1.40770    4.63179E-02    4.18508E-02   -1.24024  0.   0.310694
     2.54227    4.64118E-02    4.19273E-02   0.851970  0.   0.310694
     2.98155    4.67641E-02    4.22144E-02    1.80091  0.   0.310694
     2.23608    6.21812E-02    5.43830E-02   0.311525  0.   0.317443
     2.90430    6.23691E-02    5.45266E-02    1.63648  0.   0.317444
     2.49485    4.58789E-02    4.14920E-02   0.648484  0.   0.310487
     2.70862    6.22749E-02    5.44548E-02    1.26026  0.   0.317443
     3.07045    6.23674E-02    5.45256E-02    1.65163  0.   0.317443
     3.60342    1.01862E-01    8.24518E-02    2.71298  0.   0.335697
     1.94285    3.07132E-02    2.86839E-02    5.82552E-02  0.   0.305308
     1.57781    4.57886E-02    4.14181E-02   -1.13522  0.   0.310487
     2.57783    4.63850E-02    4.19056E-02    1.20779  0.   0.310488
     1.63764    7.06142E-02    6.07224E-02  -0.669345  0.   0.321512
     2.15009    6.21967E-02    5.43947E-02   0.377445  0.   0.317444
     2.98095    6.24011E-02    5.45511E-02    1.44907  0.   0.317443
     1.62480    6.21636E-02    5.43697E-02  -0.784156  0.   0.317443
     1.76444    6.21632E-02    5.43694E-02  -0.590830  0.   0.317443
     1.39812    6.21551E-02    5.43633E-02   -1.34676  0.   0.317443
     1.78728    6.21641E-02    5.43699E-02  -0.525373  0.   0.317443
     2.03280    5.80382E-02    5.11887E-02   0.121862  0.   0.315549
     2.10710    5.32920E-02    4.74615E-02   0.352017  0.   0.313490
     2.22449    5.33109E-02    4.74765E-02   0.609919  0.   0.313491
     2.60332    5.33323E-02    4.74937E-02    1.08275  0.   0.313492
     1.85788    5.32585E-02    4.74349E-02  -0.439234  0.   0.313491
     2.45583    5.32835E-02    4.74546E-02   0.546773  0.   0.313491
     1.96749    5.32779E-02    4.74503E-02    4.83874E-02  0.   0.313490
     2.12074    5.33285E-02    4.74906E-02   0.554206  0.   0.313492
     1.89415    5.32730E-02    4.74464E-02  -0.136808  0.   0.313491
     2.67858    5.33719E-02    4.75249E-02    1.42602  0.   0.313491
